league,Team,Conf/Div,Win Total,Over,Under,Imp P(Over),Imp P(Under),P(Over) devig,E[Wins],Brand,Popularity,Avg Capture,OOU Games,On-Field EV,Off-Field EV,IPO EV,Contested Off-Field %,Discount,Listed IPO
NCAA,Oklahoma State,Big 12,6.5,125,-160,0.44444444444444442,0.61538461538461542,0.41935483870967738,6.0522026906285298,50,50.17,0.50329999999999997,1,30.261013453142649,16.34075,46.601763453142652,0.29700056337817898,2.4015648842034762E-2,45.480000000000004
NCAA,Florida International,CUSA,6.5,120,-155,0.45454545454545453,0.60784313725490191,0.42785234899328861,6.0999419241011852,18,31.13,0.49320000000000003,1,30.499709620505925,16.063000000000002,46.562709620505927,0.2912845947012272,2.3707293886170367E-2,45.46
NCAA,Kennesaw State,CUSA,6.5,120,-150,0.45454545454545453,0.6,0.43103448275862072,6.1177696637940997,16,29.99,0.4834,1,30.588848318970498,15.7935,46.3823483189705,0.2866068770080562,2.3454948655756501E-2,45.29
NCAA,California,ACC,6.5,120,-155,0.45454545454545453,0.60784313725490191,0.42785234899328861,6.0999419241011852,40,44.33,0.48220000000000002,1,30.499709620505925,15.7605,46.260209620505925,0.28665023588915972,2.3457287703890706E-2,45.18
NCAA,Delaware,CUSA,6.5,130,-165,0.43478260869565216,0.62264150943396224,0.4111714507370054,6.0060282749437315,18,30.82,0.49049999999999999,1,30.030141374718657,15.98875,46.018891374718656,0.29311331927066581,2.3805946680782616E-2,44.92
NCAA,Minnesota,Big Ten,6.5,115,-145,0.46511627906976744,0.59183673469387754,0.44005388414907948,6.1681682770075357,44,46.96,0.45979999999999999,1,30.840841385037677,15.144500000000001,45.985341385037678,0.27496805762790666,2.2827078238839948E-2,44.94
NCAA,Buffalo,MAC,6.5,135,-175,0.42553191489361702,0.63636363636363635,0.40072859744990891,5.9467843309344603,18,30.62,0.49109999999999998,1,29.733921654672301,16.00525,45.739171654672305,0.29526660653069403,2.3922108408663788E-2,44.64
NCAA,Louisiana Tech,CUSA,5.5,-160,125,0.61538461538461542,0.44444444444444442,0.58064516129032262,5.9477973093714702,18,30.63,0.48880000000000001,1,29.738986546857351,15.942,45.680986546857355,0.29425809327063995,2.3867702921270797E-2,44.59
NCAA,Kansas,Big 12,5.5,-160,125,0.61538461538461542,0.44444444444444442,0.58064516129032262,5.9477973093714702,45,46.83,0.48530000000000001,1,29.738986546857351,15.845750000000001,45.58473654685735,0.29276795284934182,2.3787315464689041E-2,44.5
NCAA,Texas State,Pac-12,6.5,130,-165,0.43478260869565216,0.62264150943396224,0.4111714507370054,6.0060282749437315,24,34.42,0.47299999999999998,1,30.030141374718657,15.507499999999999,45.537641374718653,0.28564281344666731,2.3402941061991818E-2,44.47
NCAA,UCF,Big 12,5.5,-170,130,0.62962962962962965,0.43478260869565216,0.59152798789712557,6.0092500440591561,40,44.03,0.46929999999999999,1,30.046250220295782,15.405750000000001,45.452000220295787,0.2839423993982374,2.3311210136143849E-2,44.39
NCAA,Eastern Michigan,MAC,5.5,-155,120,0.60784313725490191,0.45454545454545453,0.57214765100671139,5.9000580758988148,16,29.27,0.47939999999999999,1,29.500290379494075,15.683499999999999,45.18379037949407,0.29177499030676973,2.3733748879864246E-2,44.11
NCAA,Florida Atlantic,AAC,5.5,-160,125,0.61538461538461542,0.44444444444444442,0.58064516129032262,5.9477973093714702,20,31.83,0.46789999999999998,1,29.738986546857351,15.367249999999999,45.106236546857346,0.28526543079321676,2.3382582690904527E-2,44.050000000000004
NCAA,South Alabama,Sun Belt,5.5,-150,120,0.6,0.45454545454545453,0.56896551724137934,5.8822303362059003,20,31.61,0.47720000000000001,1,29.411151681029502,15.623000000000001,45.034151681029499,0.29140107030211976,2.3713577305622492E-2,43.97
NCAA,Baylor,Big 12,6.5,150,-190,0.4,0.65517241379310343,0.37908496732026142,5.8226532735829979,46,47.01,0.48630000000000001,1,29.113266367914989,15.873250000000001,44.986516367914987,0.29727240692808987,2.4030313776461851E-2,43.910000000000004
NCAA,North Texas,AAC,5.5,-130,100,0.56521739130434778,0.5,0.53061224489795922,5.6689797466926981,24,33.299999999999997,0.47939999999999999,1,28.344898733463491,15.683499999999999,44.02839873346349,0.29943173904210074,2.4146801601420943E-2,42.97
NCAA,Duke,ACC,5.5,-125,-102,0.55555555555555558,0.50495049504950495,0.52385892116182575,5.6316505124498057,38,41.57,0.4657,1,28.158252562249029,15.306750000000001,43.465002562249026,0.29464509939136968,2.3888580442128819E-2,42.43
NCAA,Vanderbilt,SEC,5.5,-155,120,0.60784313725490191,0.45454545454545453,0.57214765100671139,5.9000580758988148,36,41.27,0.40179999999999999,1,29.500290379494075,13.549499999999998,43.04979037949407,0.25666791644270615,2.1839854629615414E-2,42.11
NCAA,Wyoming,Mountain West,5.5,-110,-120,0.52380952380952384,0.54545454545454541,0.48987854251012153,5.444178401453593,22,31.35,0.4798,1,27.220892007267963,15.6945,42.915392007267961,0.30745379181822313,2.4579561098459018E-2,41.86
NCAA,Connecticut,Independent,5.5,-118,-110,0.54128440366972475,0.52380952380952384,0.50820344544708773,5.5452417628340847,28,35.28,0.45760000000000001,1,27.726208814170423,15.084,42.810208814170423,0.29394857788767953,2.3851005733506812E-2,41.79
NCAA,Wake Forest,ACC,5.5,-125,100,0.55555555555555558,0.5,0.52631578947368418,5.6452259872268495,30,36.82,0.43459999999999999,1,28.226129936134249,14.451499999999999,42.677629936134252,0.28004132417580468,2.3100761838397328E-2,41.69
NCAA,Washington State,Pac-12,4.5,-190,145,0.65517241379310343,0.40816326530612246,0.61614824619457309,5.1498362942268976,34,37.57,0.49719999999999998,1,25.749181471134488,16.172999999999998,41.922181471134486,0.3261519205391194,2.5588254634469343E-2,40.85
NCAA,Tulsa,AAC,5.5,-105,-125,0.51219512195121952,0.55555555555555558,0.47969543147208121,5.3879804020866224,20,29.96,0.45240000000000002,1,26.939902010433112,14.940999999999999,41.880902010433111,0.29705663925052939,2.4018673923892436E-2,40.869999999999997
NCAA,Temple,AAC,5.5,100,-130,0.5,0.56521739130434778,0.46938775510204089,5.3310202533073028,20,29.77,0.45079999999999998,1,26.655101266536512,14.897,41.552101266536511,0.29834832949793028,2.40883557419251E-2,40.550000000000004
NCAA,Northwestern,Big Ten,5.5,-110,-118,0.52380952380952384,0.54128440366972475,0.49179655455291227,5.4547582371659153,34,38.58,0.41039999999999999,1,27.273791185829577,13.786000000000001,41.059791185829582,0.27486744754549525,2.2821650704282839E-2,40.119999999999997
NCAA,Maryland,Big Ten,5.5,100,-125,0.5,0.55555555555555558,0.47368421052631576,5.3547740127731505,36,39.450000000000003,0.41589999999999999,1,26.773870063865751,13.937249999999999,40.711120063865749,0.28093675590496558,2.3149067003616013E-2,39.770000000000003
NCAA,Cincinnati,Big 12,5.5,120,-155,0.45454545454545453,0.60784313725490191,0.42785234899328861,5.0999419241011852,40,41,0.45079999999999998,1,25.499709620505925,14.897,40.396709620505924,0.30688142961294829,2.4548684315796154E-2,39.410000000000004
NCAA,North Carolina,ACC,4.5,-135,105,0.57446808510638303,0.48780487804878048,0.54079140205178311,4.7253409454810624,55,48.75,0.50670000000000004,1,23.626704727405311,16.434250000000002,40.060954727405317,0.3478262087065967,2.6757500749869469E-2,38.99
NCAA,Bowling Green,MAC,4.5,-160,125,0.61538461538461542,0.44444444444444442,0.58064516129032262,4.9477973093714702,18,27.29,0.4612,1,24.738986546857351,15.183,39.921986546857354,0.31769461134188981,2.5132014694814183E-2,38.92
NCAA,Georgia Southern,Sun Belt,4.5,-155,120,0.60784313725490191,0.45454545454545453,0.57214765100671139,4.9000580758988148,22,29.53,0.45960000000000001,1,24.500290379494075,15.138999999999999,39.639290379494071,0.31885030935211495,2.5194360244462224E-2,38.64
NCAA,Coastal Carolina,Sun Belt,4.5,-150,115,0.6,0.46511627906976744,0.5633187772925764,4.8506556867269044,24,30.57,0.46850000000000003,1,24.25327843363452,15.383750000000001,39.637028433634519,0.32504328677341832,2.5528448023339551E-2,38.630000000000003
NCAA,San Jose State,Mountain West,4.5,-155,120,0.60784313725490191,0.45454545454545453,0.57214765100671139,4.9000580758988148,20,28.33,0.45319999999999999,1,24.500290379494075,14.962999999999999,39.463290379494076,0.31581249004203732,2.5030481347949003E-2,38.480000000000004
NCAA,Kentucky,SEC,4.5,-155,120,0.60784313725490191,0.45454545454545453,0.57214765100671139,4.9000580758988148,55,49.33,0.44679999999999997,1,24.500290379494075,14.786999999999999,39.287290379494074,0.31274745296288425,2.4865134155429222E-2,38.31
NCAA,Iowa State,Big 12,4.5,-145,110,0.59183673469387754,0.47619047619047616,0.55414012738853502,4.7994825671783001,44,42.4,0.45950000000000002,1,23.997412835891502,15.13625,39.133662835891499,0.32289975137238225,2.5412812371477876E-2,38.14
NCAA,Utah State,Mountain West,4.5,-140,110,0.58333333333333337,0.47619047619047616,0.550561797752809,4.7795778798890627,22,29.13,0.46050000000000002,1,23.897889399445312,15.16375,39.061639399445312,0.32419914255262489,2.5482909625798026E-2,38.07
NCAA,Rutgers,Big Ten,4.5,-160,125,0.61538461538461542,0.44444444444444442,0.58064516129032262,4.9477973093714702,36,38.090000000000003,0.4073,1,24.738986546857351,13.700749999999999,38.439736546857347,0.29138467133734092,2.3712692643311273E-2,37.53
NCAA,Syracuse,ACC,4.5,-115,-110,0.53488372093023251,0.52380952380952384,0.5052301255230125,4.5288427833700791,38,37.9,0.442,1,22.644213916850397,14.655000000000001,37.299213916850398,0.32587818143022107,2.5573487441782818E-2,36.35
NCAA,Akron,MAC,4.5,-115,-115,0.53488372093023251,0.53488372093023251,0.5,4.5,16,24.6,0.4345,1,22.5,14.448749999999999,36.948749999999997,0.32338712405697079,2.543910428998537E-2,36.01
NCAA,Mississippi State,SEC,4.5,-118,-110,0.54128440366972475,0.52380952380952384,0.50820344544708773,4.5452417628340847,48,43.95,0.41749999999999998,1,22.726208814170423,13.981249999999999,36.707458814170423,0.31277703145083463,2.4866729803317087E-2,35.79
NCAA,New Mexico State,CUSA,4.5,-105,-125,0.51219512195121952,0.55555555555555558,0.47969543147208121,4.3879804020866224,16,24.23,0.42780000000000001,1,21.939902010433112,14.2645,36.204402010433114,0.3249466735180378,2.5523236102529191E-2,35.28
NCAA,Colorado,Big 12,4.5,135,-175,0.42553191489361702,0.63636363636363635,0.40072859744990891,3.9467843309344603,62,50.36,0.50429999999999997,1,19.733921654672301,16.36825,36.102171654672304,0.38413894135382809,2.8716435745070296E-2,35.07
NCAA,Michigan State,Big Ten,4.5,120,-155,0.45454545454545453,0.60784313725490191,0.42785234899328861,4.0999419241011852,60,49.67,0.47399999999999998,1,20.499709620505925,15.534999999999998,36.034709620505922,0.36173456473705834,2.7507804110909993E-2,35.04
NCAA,Nevada,Mountain West,4.5,110,-145,0.47619047619047616,0.59183673469387754,0.44585987261146492,4.2005174328216999,20,26,0.43080000000000002,1,21.002587164108498,14.347000000000001,35.349587164108499,0.33513828450105965,2.6073035083676283E-2,34.43
NCAA,Arkansas,SEC,4.5,135,-175,0.42553191489361702,0.63636363636363635,0.40072859744990891,3.9467843309344603,62,50.36,0.45200000000000001,1,19.733921654672301,14.930000000000001,34.663921654672301,0.35858608624349286,2.7337955568730594E-2,33.72
NCAA,Oregon State,Pac-12,4.5,150,-190,0.4,0.65517241379310343,0.37908496732026142,3.8226532735829979,34,33.14,0.46260000000000001,1,19.113266367914989,15.221500000000001,34.334766367914987,0.37051366139156072,2.7981403270461717E-2,33.369999999999997
NCAA,Middle Tennessee,CUSA,3.5,-160,125,0.61538461538461542,0.44444444444444442,0.58064516129032262,3.9477973093714702,18,23.96,0.4249,1,19.738986546857351,14.184749999999999,33.923736546857349,0.34444171513537059,2.6574920084235849E-2,33.020000000000003
NCAA,Missouri State,CUSA,4.5,130,-165,0.43478260869565216,0.62264150943396224,0.4111714507370054,4.0060282749437315,15,22.35,0.40720000000000001,1,20.030141374718657,13.698,33.72814137471866,0.33200762163531483,2.5904147627437132E-2,32.85
NCAA,Colorado State,Pac-12,3.5,-150,115,0.6,0.46511627906976744,0.5633187772925764,3.8506556867269039,24,27.24,0.40910000000000002,1,19.25327843363452,13.750249999999999,33.003528433634521,0.34088021899302912,2.6382790797346796E-2,32.130000000000003
NCAA,Stanford,ACC,3.5,-125,100,0.55555555555555558,0.5,0.52631578947368418,3.6452259872268491,40,36.15,0.43,1,18.226129936134246,14.324999999999999,32.551129936134245,0.36327463971913748,2.7590885348748428E-2,31.650000000000002
NCAA,Georgia State,Sun Belt,4.5,150,-200,0.4,0.66666666666666663,0.375,3.7989933992783746,18,23.46,0.40079999999999999,1,18.994966996391874,13.522,32.516966996391872,0.3389615028124553,2.6279283294661768E-2,31.66
NCAA,Southern Mississippi,Sun Belt,3.5,-135,105,0.57446808510638303,0.48780487804878048,0.54079140205178311,3.7253409454810624,20,24.42,0.41089999999999999,1,18.626704727405311,13.79975,32.426454727405314,0.34847318632246227,2.6792402752567612E-2,31.560000000000002
NCAA,Ball State,MAC,3.5,-125,-105,0.55555555555555558,0.51219512195121952,0.52030456852791884,3.6120195979133776,16,21.64,0.40200000000000002,1,18.060097989566888,13.555000000000001,31.615097989566891,0.34967470300576631,2.6857220046851336E-2,30.77
NCAA,UL Monroe,Sun Belt,3.5,-125,-105,0.55555555555555558,0.51219512195121952,0.52030456852791884,3.6120195979133776,15,21.04,0.37380000000000002,1,18.060097989566888,12.779500000000002,30.83959798956689,0.33332146558711895,2.5975024554283292E-2,30.04
NCAA,UAB,AAC,3.5,-115,-115,0.53488372093023251,0.53488372093023251,0.5,3.5,20,23.67,0.3931,1,17.5,13.31025,30.81025,0.35086537759349568,2.6921452450963106E-2,29.98
NCAA,Northern Illinois,Mountain West,3.5,100,-125,0.5,0.55555555555555558,0.47368421052631576,3.3547740127731505,22,24.38,0.41410000000000002,1,16.773870063865751,13.88775,30.661620063865751,0.37140079279177712,2.8029260664233432E-2,29.8
NCAA,Rice,AAC,3.5,-115,-115,0.53488372093023251,0.53488372093023251,0.5,3.5,18,22.47,0.38030000000000003,1,17.5,12.95825,30.45825,0.3433634565347648,2.6516752098721709E-2,29.650000000000002
NCAA,Kent State,MAC,3.5,-105,-125,0.51219512195121952,0.55555555555555558,0.47969543147208121,3.3879804020866229,15,20.29,0.38600000000000001,1,16.939902010433116,13.115000000000002,30.054902010433118,0.3531869774958894,2.7046694011212374E-2,29.240000000000002
NCAA,Purdue,Big Ten,3.5,115,-145,0.46511627906976744,0.59183673469387754,0.44005388414907948,3.1681682770075357,40,34.56,0.38340000000000002,1,15.840841385037677,13.043500000000002,28.884341385037679,0.36502476755317742,2.7685298145865123E-2,28.080000000000002
NCAA,UTEP,Mountain West,3.5,110,-140,0.47619047619047616,0.58333333333333337,0.449438202247191,3.2204221201109369,16,20.329999999999998,0.36820000000000003,1,16.102110600554685,12.625500000000001,28.727610600554684,0.35246579121357535,2.7007788730791633E-2,27.95
NCAA,Sam Houston State,CUSA,3.5,120,-150,0.45454545454545453,0.6,0.43103448275862072,3.1177696637940997,16,19.989999999999998,0.37919999999999998,1,15.588848318970498,12.927999999999999,28.516848318970496,0.36567855898237167,2.772056772809825E-2,27.73
NCAA,Boston College,ACC,3.5,120,-155,0.45454545454545453,0.60784313725490191,0.42785234899328861,3.0999419241011852,32,29.53,0.3795,1,15.499709620505925,12.936250000000001,28.435959620505926,0.36700889082969945,2.779233411473396E-2,27.650000000000002
NCAA,Massachusetts,MAC,2.5,-150,115,0.6,0.46511627906976744,0.5633187772925764,2.8506556867269039,15,18.5,0.36359999999999998,1,14.25327843363452,12.498999999999999,26.752278433634519,0.37376255726423191,2.8156668951581545E-2,26
NCAA,Charlotte,AAC,2.5,120,-155,0.45454545454545453,0.60784313725490191,0.42785234899328861,2.0999419241011852,18,17.8,0.32569999999999999,1,10.499709620505925,11.45675,21.956459620505925,0.40793234222674812,0.03,21.3
